Index,Number_Classes,Number_Students,Average_Students,Question_Per_Student,PeerEval_Per_Student,RollC_Per_Student,Feedback_Per_Student,Total_Interaction
1442,2,56,28,0,0,10.19642857,0,571
1443,12,255,21.25,0,0,0.552941176,0,141
1444,17,282,16.58823529,3.24822695,0,2.64893617,0.024822695,16743
1445,6,126,21,0.357142857,0,5.436507937,0.055555556,1511
1446,16,545,34.0625,0.172477064,20.09908257,3.566972477,0.005504587,14894
1447,10,454,45.4,0.002202643,0,11.96255507,0.04845815,5453
1448,8,305,38.125,0.009836066,0,4.452459016,0,1431
1449,9,217,24.11111111,0,0,0.552995392,0,120
1450,5,61,12.2,0.93442623,0,13.83606557,1.803278689,8508
1451,7,87,12.42857143,1.091954023,30.52873563,4.126436782,0.022988506,7347
1452,3,107,35.66666667,0.224299065,0.280373832,0.710280374,0.074766355,540
1453,7,483,69,0,0,1.604554865,0.004140787,777
1454,5,281,56.2,0.088967972,0,5.380782918,0.106761566,4128
1455,38,417,10.97368421,1.258992806,12.22302158,20.88729017,0.654676259,27128
1456,10,339,33.9,0.197640118,1.327433628,6.150442478,0.04719764,5189
1457,1,33,33,0.878787879,33.6969697,10.48484848,0,1747
1458,6,190,31.66666667,0.263157895,1.868421053,0,0.015789474,1967
1459,12,308,25.66666667,0.230519481,0,3.649350649,0,4386
1460,13,490,37.69230769,0,0,0,0.244897959,120
1461,6,262,43.66666667,0.20610687,2.145038168,2.118320611,0.022900763,4891
1462,11,218,19.81818182,0.04587156,0,9.720183486,0.243119266,2658
1463,6,543,90.5,0.661141805,61.66482505,10.38858195,0.162062615,53275
1464,3,97,32.33333333,0,0,10.17525773,0,987
1465,1,49,49,0.020408163,0,7,0.020408163,377
1466,14,305,21.78571429,0.072131148,5.455737705,0.73442623,0.013114754,2571
1467,24,1010,42.08333333,0.03960396,0,2.263366337,0.001980198,3163
1468,28,1248,44.57142857,0.002403846,0,1.358974359,0.000801282,1697
1469,4,167,41.75,0.011976048,0,3.311377246,0.017964072,684
1470,1,58,58,0,0,5,0.017241379,291
1471,3,234,78,0.02991453,0,0.948717949,0.012820513,665
1472,4,336,84,0.00297619,0,0.583333333,0,196
1473,60,2227,37.11666667,0.418500225,4.721149529,5.735518635,0.34440952,57792
1474,21,1017,48.42857143,0.296951819,9.159292035,0.693215339,0.040314651,13432
1475,22,689,31.31818182,0.172714078,6.693759071,7.969521045,0.021770682,11370
1476,12,635,52.91666667,0.45984252,7.078740157,7.941732283,0.018897638,30208
1477,15,521,34.73333333,0.007677543,0,10.95009597,0.021113244,6223
1478,10,474,47.4,0.088607595,0,10.73417722,0.993670886,7824
1479,48,1456,30.33333333,0.000686813,0,2.270604396,0.006181319,4326
1480,11,400,36.36363636,0,0,3.11,0.055,1266
1481,30,737,24.56666667,0.004070556,0,1.252374491,0,2148
1482,1,96,96,0,0,5.083333333,0.010416667,489
1483,31,1166,37.61290323,0.017152659,0,0.383361921,0,1207
1484,7,375,53.57142857,0.074666667,0,1.149333333,0.008,1747
1485,41,2850,69.51219512,0.008421053,0,0.142105263,0,2315
1486,1,36,36,0,0,10.02777778,0.083333333,364
1487,22,901,40.95454545,0.016648169,0,0.392896781,0.001109878,745
1488,13,659,50.69230769,0.039453718,0,0.458270106,0,7270
1489,13,703,54.07692308,0.034139403,0,0.412517781,0.018492176,7551
1490,5,151,30.2,0,0,1.821192053,0.006622517,276
1491,13,620,47.69230769,0.037096774,0,0.409677419,0.008064516,6713
1492,13,617,47.46153846,0.037277147,0,0.406807131,0,6821
1493,6,307,51.16666667,0,0,0.811074919,0,249
1494,11,400,36.36363636,0.3425,0,0.535,0.125,10300
1495,2,93,46.5,0,0,2.225806452,0,207
1496,2,169,84.5,0,0,1.029585799,0,174
1497,37,1797,48.56756757,0,0,0.090706733,0,163
1498,2,21,10.5,0,0,10.14285714,0,213
1499,34,2285,67.20588235,0.008752735,0,1.564551422,0.00131291,14177
1500,41,1554,37.90243902,0.030888031,0,0.445302445,0.001930502,1395
1501,50,2002,40.04,0.014485514,0,0.324675325,0.000999001,1095
1502,3,235,78.33333333,0.025531915,0,1.523404255,0.017021277,8247
1503,44,2400,54.54545455,0.229583333,4.155416667,6.905833333,0.01,212552
1504,20,851,42.55,0.061104583,4.459459459,0.244418331,0,4302
1505,27,1422,52.66666667,0.571729958,1.169479606,1.773558368,0.005625879,25467
1506,32,1492,46.625,0.121313673,0.294906166,1.004691689,0,3449
1507,30,2331,77.7,0.002145002,0,12.2029172,0.006006006,28795
1508,29,1536,52.96551724,0.419921875,0,2.322265625,0.004557292,13398
1509,6,275,45.83333333,0.389090909,0,12.88,0.149090909,7241
1510,34,1546,45.47058824,0.046571798,0,1.395860285,0.004527814,12656
1511,9,268,29.77777778,0.007462687,0,6.914179104,0.003731343,1854
1512,44,2109,47.93181818,0.003319109,0,0.461356093,0,973
1513,44,1692,38.45454545,0.038416076,0,0.13356974,0,2815
1514,1,63,63,0,0,1.761904762,0,111
1515,1,72,72,0,0,3.736111111,0,269
1516,4,329,82.25,0,0,0.449848024,0,148
1517,48,2197,45.77083333,0.24032772,27.04779244,3.467910787,0.021392808,74096
1518,32,1488,46.5,0.199596774,7.301075269,6.577956989,0.151209677,66138
1519,29,1118,38.55172414,0.186940966,5.346153846,5.059033989,0.003577818,14666
1520,39,1956,50.15384615,0.009713701,0,5.152862986,0,11008
1521,34,1444,42.47058824,0.69598338,0,4.588642659,0.019390582,41522
1522,36,1050,29.16666667,0.162857143,0,3.113333333,0.025714286,9892
1523,8,329,41.125,0.118541033,0,6.632218845,0.048632219,4317
1524,28,930,33.21428571,0.040860215,0,2.305376344,0.004301075,6822
1525,3,262,87.33333333,0,0,8.019083969,0.007633588,2103
1526,2,139,69.5,0,0,11.63309353,0,1617
1527,12,482,40.16666667,0.037344398,0,0.838174274,0,1114
1528,27,798,29.55555556,0.035087719,0,1.131578947,0.012531328,1120
1529,9,271,30.11111111,0.033210332,2.686346863,5.228782288,0.022140221,2869
1530,14,789,56.35714286,0.043092522,46.82636248,5.204055767,0.097591888,42205
1531,22,669,30.40909091,0.402092676,19.79671151,0.070254111,0.010463378,26001
1532,21,1324,63.04761905,0.339879154,9.29305136,11.71676737,0.03776435,168212
1533,10,373,37.3,0.396782842,27.75871314,1.353887399,0,14445
1534,4,153,38.25,0.424836601,62.37254902,0,0,11085
1535,4,378,94.5,0.121693122,17.58730159,1.560846561,0.002645503,8132
1536,12,827,68.91666667,0.022974607,6.425634825,9.361547763,0.00120919,13057
1537,3,136,45.33333333,1.125,31.14705882,10.54411765,0.345588235,6175
1538,2,50,25,0.22,7.8,0,0.02,391
1539,17,548,32.23529412,0.074817518,0,9.24270073,0.009124088,7560
1540,30,861,28.7,0.295005807,0,3.931475029,0.005807201,28404
1541,22,558,25.36363636,0.150537634,0,5.496415771,0.073476703,4653
1542,27,1653,61.22222222,0.007259528,0,1.629764065,0,3156
1543,34,1339,39.38235294,0.02613891,0,1.292755788,0.006721434,3436
1544,9,397,44.11111111,0.171284635,0,3.848866499,0.005037783,2118
1545,11,339,30.81818182,0,0,3.448377581,0.017699115,1175
1546,3,127,42.33333333,0.015748031,0,8.582677165,0.007874016,1165
1547,7,291,41.57142857,0.329896907,0,2.529209622,0.017182131,3753
1548,4,183,45.75,0.087431694,0,3.06557377,0,1193
1549,18,835,46.38888889,0.026347305,0,0.385628743,0,8420
1550,23,592,25.73913043,0.001689189,0,0.533783784,0,316
1551,13,812,62.46153846,0.025862069,0,0.342364532,0.00862069,8404
1552,21,633,30.14285714,0,0,0.390205371,0,247
1553,31,1173,37.83870968,0.002557545,0,0.197783461,0.00170503,278
1554,14,156,11.14285714,0.41025641,0,1.346153846,0,1915
1555,1,59,59,0,0,2.474576271,0,146
1556,24,1202,50.08333333,0.138935108,2.368552413,4.476705491,0.051580699,11579
1557,19,774,40.73684211,0.210594315,2.489664083,10.14470284,0.120155039,13854
1558,36,2127,59.08333333,0.020216267,0,5.585331453,0.003761166,14106
1559,18,922,51.22222222,0.004338395,0,0.118221258,0,158
1560,8,411,51.375,0.265206813,7.574209246,2.02919708,0,6064
1561,2,131,65.5,0.129770992,33.98473282,1.618320611,0.030534351,7260
1562,5,169,33.8,0.75739645,0,8.384615385,0.00591716,4503
1563,1,59,59,0,0,15.76271186,0,930
1564,1,77,77,0,0,11.50649351,0,886
1565,1,57,57,0.596491228,5.684210526,0,0,324
1566,15,969,64.6,0.255933953,7.404540764,1.920536636,0.189886481,15518
1567,27,1399,51.81481481,0.202287348,1.174410293,6.614724803,0.017869907,24652
1568,28,1892,67.57142857,0.08615222,0.526427061,2.578224101,0.020613108,12347
1569,1,54,54,0.907407407,7.462962963,0,0.018518519,404
1570,9,1086,120.6666667,0.007366483,0,1.194290976,0.004604052,1653
1571,19,1280,67.36842105,0.1296875,0,0.4515625,0.08125,7361
1572,2,169,84.5,0.00591716,0,12.33136095,0,2084
1573,14,429,30.64285714,0.002331002,0,1.853146853,0.018648019,804
1574,8,310,38.75,0,0,1.44516129,0.003225806,449
1575,20,687,34.35,0.090247453,0,0.231441048,0.004366812,1649
1576,4,152,38,0.131578947,8.315789474,4.980263158,0.019736842,2786
1577,26,1042,40.07692308,0.964491363,0.944337812,9.663147793,0.030710173,50015
1578,1,76,76,0.973684211,9.973684211,0,0.078947368,3416
1579,4,239,59.75,0.062761506,2.121338912,2.163179916,0,1479
1580,18,514,28.55555556,0,0,6.929961089,0.005836576,3565
1581,10,451,45.1,0.146341463,0,4.758314856,0.00443459,4077
1582,18,613,34.05555556,0.484502447,0,3.461663948,0.01141925,9907
1583,22,312,14.18181818,0.03525641,0,6.701923077,0.025641026,2183
1584,22,798,36.27272727,0.002506266,0,2.055137845,0.002506266,1642
1585,28,413,14.75,0.004842615,0,3.946731235,0.004842615,1636
1586,13,540,41.53846154,0.003703704,0,2.02037037,0,1118
1587,22,394,17.90909091,0,0,1.604060914,0,632
1588,19,611,32.15789474,0.211129296,0,0.926350245,0.003273322,15138
1589,2,49,24.5,0.244897959,0,8.612244898,0.428571429,592
1590,15,752,50.13333333,0.030585106,0,0.400265957,0,7648
1591,14,720,51.42857143,0.0375,0,0.394444444,0,7639
1592,2,143,71.5,0,0,1.895104895,0,271
1593,1,54,54,0.018518519,0,3.685185185,0,199
1594,5,75,15,0.48,19.57333333,2.613333333,0,2063
1595,7,232,33.14285714,0.146551724,0,9.13362069,0.021551724,3665
1596,31,539,17.38709677,0,0,4.788497217,0.001855288,2582
1597,48,897,18.6875,0.175027871,0,11.25975474,0.123745819,13962
1598,11,363,33,0.187327824,11.16804408,0,0,4054
1599,21,852,40.57142857,0.172535211,3.093896714,4.676056338,0.025821596,9969
1600,7,277,39.57142857,0.231046931,6.815884477,2.003610108,0.350180505,3303
1601,2,52,26,0.673076923,36.26923077,0,0,2714
1602,1,62,62,0.14516129,6,0,0,470
1603,1,48,48,0.1875,3.6875,0,0,177
1604,9,338,37.55555556,0.026627219,0,3.49704142,0.00295858,2363
1605,28,1036,37,0.173745174,0,0.876447876,0.00965251,4792
1606,1,121,121,0,0,3.504132231,0.008264463,425
1607,13,662,50.92307692,0.039274924,0,0.401812689,0,6824
1608,13,671,51.61538462,0.032786885,0,0.374068554,0,6826
1609,4,223,55.75,0,0,1.058295964,0,236
1610,1,102,102,0.147058824,0,3.401960784,0,4051
1611,5,131,26.2,0.259541985,0,9.190839695,0.13740458,2093
1612,3,65,21.66666667,0,0,2.507692308,0,163
1613,37,1791,48.40540541,0.278615299,0,0.821887214,0.015633724,21053
1614,5,200,40,0.01,0,6.345,0.125,1325
1615,13,361,27.76923077,0.808864266,42.25761773,0,0.019390582,18025
1616,12,553,46.08333333,1.661844485,5.895117541,9.976491863,0.522603978,35155
1617,13,642,49.38461538,0.1105919,86.56853583,4.873831776,0.020249221,58719
1618,5,347,69.4,0,0,5.103746398,0.011527378,1775
1619,8,208,26,0.139423077,0,5.331730769,0.009615385,1855
1620,1,61,61,0.37704918,0,7.590163934,0,727
1621,45,991,22.02222222,0.572149344,10.06760848,0,0.004036327,18645
1622,14,417,29.78571429,0.270983213,16.27098321,3.726618705,0.004796163,11088
1623,6,181,30.16666667,0.20441989,13.27071823,11.39226519,0.022099448,6825
1624,4,93,23.25,0.107526882,11.87096774,0,0.021505376,1123
1625,18,521,28.94444444,0.178502879,0,8.72168906,0.003838772,6209
1626,32,1072,33.5,0.025186567,0,3.956156716,0.002798507,11295
1627,3,165,55,0,0,15.98181818,0.024242424,2641
1628,24,448,18.66666667,0.881696429,0,1.158482143,0,7788
1629,6,399,66.5,0,0,0.318295739,0,127
1630,6,98,16.33333333,0,0,1.112244898,0,109
1631,8,216,27,0,0,0.462962963,0,100
1632,47,1761,37.46808511,0,0,2.113571834,0.005110733,3731
1633,56,1970,35.17857143,0.292893401,0,0.413705584,0.002538071,13606
1634,25,1618,64.72,0.351668727,18.88442522,8.511124845,0.007416564,44464
1635,33,867,26.27272727,0.038062284,11.89042676,3.275663206,0,13284
1636,31,1416,45.67741935,0.110875706,0.119350282,6.611581921,0.019067797,15935
1637,5,201,40.2,0.611940299,0,11.61691542,0.064676617,5551
1638,24,1378,57.41666667,0,0,0.272859216,0.000725689,377
1639,4,106,26.5,0.490566038,25.10377358,0.273584906,0,4161
1640,22,624,28.36363636,0.625,35.31089744,5.293269231,0.073717949,36862
1641,23,400,17.39130435,1.4075,7.275,0,0.0025,7848
1642,6,343,57.16666667,0.058309038,0,5.481049563,0.023323615,2680
1643,1,47,47,0.021276596,0,4.723404255,1.319148936,316
1644,51,1243,24.37254902,1.531777957,11.55832663,11.0152856,0.045856798,108611
1645,27,972,36,1.186213992,2.997942387,7.71090535,0.019547325,43689
1646,14,402,28.71428571,0.447761194,0,10.37313433,0.044776119,9316
1647,20,476,23.8,0.707983193,7.401260504,2.588235294,0.224789916,44241
1648,4,144,36,1.756944444,0,5.361111111,0.034722222,14563
1649,55,1153,20.96363636,0.689505637,55.08586297,12.43018213,0.041630529,90673
1650,51,1014,19.88235294,0.246548323,3.109467456,9.558185404,0.185404339,26450
1651,36,4466,124.0555556,0,0,12.73040752,0.029780564,56987
1652,46,606,13.17391304,0.166666667,0,6.316831683,0.011551155,8292
1653,2,145,72.5,0.089655172,0,11.2137931,0.006896552,5127
1654,6,312,52,0.176282051,2.205128205,4.887820513,0.230769231,3350
1655,53,980,18.49056604,2.114285714,39.03877551,8.282653061,0.093877551,80102
1656,30,595,19.83333333,0.497478992,35.89579832,0.287394958,0.006722689,25292
1657,15,174,11.6,1.229885057,88.63218391,1.183908046,0.005747126,17941
1658,33,577,17.48484848,0.49220104,7.715771231,6.348353553,0.195840555,18906
1659,38,1244,32.73684211,0.088424437,2.057877814,2.584405145,0.00562701,29415
1660,10,390,39,0.176923077,2.712820513,0,0.007692308,4192
1661,22,469,21.31818182,0.066098081,2.228144989,1.356076759,0.002132196,2226
1662,6,197,32.83333333,0.157360406,0,7.964467005,0.005076142,6509
1663,7,87,12.42857143,0.735632184,0,9.390804598,0.057471264,2360
1664,2,89,44.5,0.179775281,0,7.561797753,0.011235955,1256
1665,2,72,36,0.083333333,68.02777778,0,0,4898
1666,1,63,63,0.031746032,65.36507937,0,0,4118
1667,25,917,36.68,0.088331516,0.876772083,5.304252999,0.005452563,20509
1668,17,347,20.41176471,0.034582133,0,2.729106628,0,1411
1669,22,516,23.45454545,0.015503876,0,0.936046512,0.001937984,486
1670,43,664,15.44186047,0.935240964,14.24548193,8.00753012,0.028614458,22119
1671,64,790,12.34375,0.044303797,0.362025316,0.089873418,0.001265823,358
1672,57,1131,19.84210526,0.476569408,32.48187445,9.948717949,0.022104332,53627
1673,42,745,17.73809524,1.037583893,38.8295302,9.902013423,0.981208054,79454
1674,41,982,23.95121951,0.17107943,5.99694501,6.744399185,0.016293279,14666
1675,11,428,38.90909091,0.731308411,0.014018692,10.88551402,0.086448598,10461
1676,5,153,30.6,0.078431373,2.986928105,0.901960784,0.026143791,2123
1677,11,165,15,0.133333333,0,6.315151515,0.006060606,4040
1678,1,54,54,0.092592593,0,2.833333333,0,1231
1679,4,78,19.5,0,0,1.730769231,0,135
1680,15,426,28.4,0.769953052,41.40375587,5.680751174,0.215962441,23621
1681,9,265,29.44444444,1.060377358,63.70943396,10.60754717,0.041509434,21067
1682,25,779,31.16,0.487804878,17.64441592,0,0.001283697,15418
1683,6,241,40.16666667,1.095435685,38.09958506,0.618257261,0.004149378,12442
1684,3,65,21.66666667,0.507692308,42.13846154,0,0,2835
1685,26,774,29.76923077,0.666666667,3.111111111,9.412144703,0.392764858,47617
1686,54,946,17.51851852,0.160676533,2.063424947,0.213530655,0,8602
1687,40,1227,30.675,0.340668297,0.813365933,0.003259984,0.00407498,12954
1688,7,111,15.85714286,0.216216216,5.378378378,0.243243243,0,1122
1689,33,936,28.36363636,0.317307692,0,13.95405983,0.008547009,34451
1690,12,552,46,0.672101449,0,11.98188406,0.032608696,20402
1691,17,895,52.64705882,0.427932961,0,1.605586592,0.160893855,34382
1692,2,125,62.5,0.04,0,8.008,0,1196
1693,33,998,30.24242424,0.062124248,0,0.721442886,0,1786
1694,33,774,23.45454545,0.093023256,0,0.927648579,0.002583979,12788
1695,4,144,36,0,0,2.673611111,0,385
1696,31,607,19.58064516,0,0,0.285008237,0.001647446,174
1697,7,137,19.57142857,0.262773723,12.97810219,0.832116788,0.167883212,2430
1698,16,945,59.0625,0.271957672,3.755555556,6.694179894,0.162962963,20089
1699,14,442,31.57142857,0.104072398,0,3.323529412,0.009049774,2458
1700,1,51,51,0.333333333,0,4.784313725,0.019607843,860
1701,15,946,63.06666667,0.198731501,0,4.517970402,0.048625793,52349
1702,4,177,44.25,0,0,6.751412429,0.005649718,1196
1703,7,365,52.14285714,0.580821918,2.038356164,5.087671233,0.715068493,12512
1704,7,256,36.57142857,0.9296875,1.078125,11.65625,0.15234375,8827
1705,8,178,22.25,0.842696629,22.95505618,3.039325843,0.106741573,5739
1706,13,381,29.30769231,0.13648294,1.278215223,10.24934383,0,4994
1707,3,133,44.33333333,0.255639098,0,2.142857143,0.015037594,922
1708,1,71,71,2.338028169,394.4225352,0,0.014084507,28006
1709,1,71,71,0.450704225,0,2.38028169,0.014084507,3620
1710,46,609,13.23913043,0.027914614,0,0.336617406,0.003284072,2803
1711,18,694,38.55555556,0.048991354,7.262247839,2.783861671,0.014409222,7696
1712,33,1856,56.24242424,0.003232759,0,1.934806034,0.002693966,3849
1713,10,348,34.8,0.543103448,51.58045977,0,0.005747126,19987
1714,9,169,18.77777778,0.674556213,137.9171598,0,0,27398
1715,2,129,64.5,0.170542636,6.19379845,3.945736434,0.054263566,1643
1716,15,377,25.13333333,0.559681698,78.29708223,1.185676393,0.01061008,34826
1717,25,547,21.88,0.177330896,12.96526508,12.44972578,0.166361974,15211
1718,32,1130,35.3125,1.571681416,4.624778761,10.34247788,0.342477876,56049
1719,14,446,31.85714286,0.33632287,0.134529148,2.661434978,0.020179372,7355
1720,21,947,45.0952381,0.131995776,0,14.20485744,0.199577614,17448
1721,20,746,37.3,0.004021448,0,2.365951743,0.002680965,1807
1722,26,1581,60.80769231,0.021505376,0,0.716635041,0.001265022,2391
1723,8,395,49.375,0,0,2.205063291,0.002531646,872
1724,23,1401,60.91304348,0,0,0.160599572,0,225
1725,18,625,34.72222222,0.8304,20.5888,0.6528,0.0096,56620
1726,17,956,56.23529412,0.059623431,6.008368201,0,0.005230126,6816
1727,5,149,29.8,0.543624161,3.711409396,9.268456376,0.020134228,3255
1728,6,195,32.5,0.005128205,0,3.323076923,0,651
1729,8,468,58.5,0.008547009,0,1.068376068,0,500
1730,5,358,71.6,0,0,0.955307263,0,342
1731,13,353,27.15384615,0.045325779,0,3.444759207,0,1878
1732,5,165,33,0,0,3.654545455,0,603
1733,9,278,30.88888889,0,0,1.658273381,0.003597122,462
1734,12,537,44.75,0.020484171,0,0.186219739,0.001862197,263
1735,26,645,24.80769231,0.172093023,12.56434109,6.310077519,0.00620155,12393
1736,13,788,60.61538462,0.218274112,9.818527919,0.077411168,0.012690355,13332
1737,10,650,65,0.132307692,7.646153846,0.304615385,0,8072
1738,15,505,33.66666667,0.788118812,1.20990099,2.685148515,0.001980198,16403
1739,29,1181,40.72413793,0.419136325,0,10.0550381,0.108382727,27745
1740,23,846,36.7826087,0.361702128,0,6.447990544,0.141843972,60785
1741,24,818,34.08333333,0.02200489,0,4.817848411,0.136919315,10873
1742,29,551,19,0.01814882,0,4.627949183,0.001814882,4128
1743,63,1131,17.95238095,0,0,1.406719717,0.015030946,1608
1744,16,1147,71.6875,0.129904098,0,1.092414996,0.027898867,8961
1745,2,162,81,0.049382716,0,7.049382716,0,1301
1746,21,1719,81.85714286,0.093077371,0,0.243746364,0.001163467,8508
1747,23,1391,60.47826087,0.06829619,1.465132998,0,0,2038
1748,4,312,78,0.073717949,2.544871795,9.932692308,0.064102564,4022
1749,7,271,38.71428571,0.118081181,0,1.103321033,0.003690037,1882
1750,20,411,20.55,0.491484185,0,3.510948905,0.131386861,24739
1751,28,1994,71.21428571,0.010531595,0,1.209628887,0,3880
1752,23,823,35.7826087,0.603888214,2.563791009,7.795868773,0.006075334,12277
1753,1,47,47,1.085106383,0,5.787234043,0.106382979,1317
1754,40,1593,39.825,0.124293785,0.005649718,0.376020088,0.000627746,20867
1755,24,1133,47.20833333,0,0,0.102383054,0,116
1756,7,234,33.42857143,0.354700855,14.19230769,0,0,5834
1757,2,121,60.5,0.198347107,0,3.363636364,0.008264463,1664
1758,1,92,92,0,0,4.663043478,0,429
1759,34,805,23.67647059,0.004968944,0,0.842236025,0.001242236,751
1760,29,1291,44.51724138,0.128582494,0,2.607281177,0.04879938,36040
1761,34,1156,34,0.160034602,18.73702422,7.096020761,0.007785467,37878
1762,12,463,38.58333333,0.784017279,20.21598272,3.362850972,0.004319654,33410
1763,6,261,43.5,0.130268199,7.567049808,0,0,2785
1764,20,709,35.45,0.115655853,0,0.746121298,0.032440056,6222
1765,6,254,42.33333333,0.082677165,0,3.696850394,0.015748031,1320
1766,9,353,39.22222222,0,0,1.932011331,0.005665722,684
1767,9,109,12.11111111,0.532110092,15.23853211,7.596330275,0.055045872,5469
1768,29,700,24.13793103,0.43,0.434285714,6.951428571,0.014285714,10337
1769,27,965,35.74074074,0.058031088,0,1.732642487,0.071502591,2954
1770,11,318,28.90909091,0.616352201,0,4.849056604,0.009433962,14548
1771,12,252,21,0.246031746,0,5.682539683,0.015873016,2312
1772,6,200,33.33333333,0.085,0,1.73,0.085,625
1773,1,25,25,0.64,0,10.48,0.04,438
1774,14,399,28.5,0.147869674,21.04761905,1.939849624,0,9873
1775,6,278,46.33333333,0.003597122,0,3.665467626,0.097122302,1046
1776,61,2675,43.85245902,0.177570093,6.559626168,2.338317757,0.280747664,45338
1777,13,530,40.76923077,0.218867925,20.5509434,10.45283019,0.043396226,17933
1778,24,997,41.54166667,0.094282849,6.880641926,3.287863591,0.009027081,10653
1779,40,2420,60.5,0,0,0.873966942,0.001652893,2119
1780,20,711,35.55,0,0,2.298171589,0.00281294,1636
1781,10,464,46.4,0,0,0.709051724,0.004310345,331
1782,24,381,15.875,1.461942257,20.4671916,10.3175853,0.034120735,17568
1783,29,994,34.27586207,0.116700201,0,8.34305835,0.356136821,10003
1784,17,417,24.52941176,0.071942446,0,3.067146283,0.002398082,1785
1785,35,1405,40.14285714,0.016370107,0,0.855516014,0.000711744,9561
1786,5,115,23,0.373913043,18.19130435,0,0.034782609,2098
1787,4,113,28.25,0.814159292,64.57522124,14.26548673,3.610619469,20174
1788,3,132,44,0.363636364,0,5.757575758,0.166666667,2416
1789,12,604,50.33333333,0.046357616,0,5.170529801,0.01986755,4733
1790,27,708,26.22222222,0.525423729,12.40254237,0.001412429,0.207627119,37955
1791,3,84,28,0.392857143,112.3452381,5.869047619,0.154761905,12583
1792,20,1055,52.75,0,0,0.149763033,0,158
1793,32,1413,44.15625,0,0,0.08492569,0,120
1794,28,937,33.46428571,0.16755603,6.332977588,0.702241195,0.414087513,10547
1795,38,645,16.97368421,0.499224806,1.342635659,5.271317829,0.012403101,9135
1796,13,256,19.69230769,0.5078125,3.69140625,4.71484375,0.0234375,11118
1797,1,27,27,0.666666667,4.148148148,2.666666667,0,424
1798,3,303,101,0.00990099,0,6.610561056,0.00660066,2400
1799,1,95,95,0.147368421,0,15.28421053,0.042105263,8291
1800,27,713,26.40740741,0,0,1.137447405,0.001402525,812
1801,24,1056,44,0.599431818,11.87784091,0,0.239583333,16074
1802,38,1636,43.05263158,0.109413203,0.746943765,0.4700489,0.016503667,9645
1803,20,720,36,0.054166667,0,6.744444444,0.0125,6707
1804,13,306,23.53846154,0.035947712,0,6.437908497,0,2184
1805,4,201,50.25,0,0,9.298507463,0,1869
1806,28,671,23.96428571,0,0,2.701937407,0.001490313,1814
1807,25,930,37.2,0.004301075,0,1.776344086,0.008602151,7105
1808,19,480,25.26315789,0,0,1.5625,0,750
1809,29,642,22.13793103,0.093457944,0,1.165109034,0.014018692,2233
1810,23,599,26.04347826,0.01836394,0,1.21869783,0.001669449,1039
1811,7,228,32.57142857,0.135964912,0,3.162280702,0.00877193,1908
1812,20,861,43.05,0.022067364,0,0.728222997,0,1910
1813,21,897,42.71428571,0.154960981,0,0.434782609,0.005574136,3192
1814,12,184,15.33333333,0.407608696,0,1.847826087,0.201086957,486
1815,14,756,54,0.031746032,0,0.416666667,0.002645503,7457
1816,1,39,39,0.461538462,0,8,0,876
1817,19,598,31.47368421,0.055183946,0,0.418060201,0.003344482,1087
1818,1,21,21,0,0,8.476190476,0,178
1819,1,181,181,0,0,0.845303867,0.005524862,154
1820,11,324,29.45454545,0.765432099,2.641975309,4.824074074,0.021604938,6987
1821,6,79,13.16666667,0.417721519,5.265822785,0,0,467
1822,9,357,39.66666667,0.364145658,0,13.81792717,0.008403361,8591
1823,4,216,54,0,0,2.592592593,0.013888889,563
1824,3,131,43.66666667,0.427480916,6.290076336,10.55725191,0.038167939,2343
1825,1,11,11,0.818181818,1.363636364,13.63636364,0,214
1826,24,568,23.66666667,0.079225352,0.008802817,6.741197183,0.001760563,4314
1827,28,741,26.46428571,0.564102564,0,11.54925776,0.005398111,36093
1828,33,676,20.48484848,0.192307692,0,7.835798817,0.00739645,7945
1829,26,827,31.80769231,0.021765417,0,5.853688029,0.018137848,5777
1830,30,1046,34.86666667,0.001912046,0,4.077437859,0.014340344,4306
1831,24,788,32.83333333,0,0,2.14213198,0,1688
1832,18,468,26,0,0,2.976495726,0,1393
1833,35,485,13.85714286,0.480412371,0,2.039175258,0.008247423,5808
1834,3,136,45.33333333,0,0,5.727941176,0.014705882,781
1835,3,91,30.33333333,0,0,7.318681319,0,666
1836,22,596,27.09090909,0.006711409,0,1.033557047,0.001677852,1934
1837,43,1445,33.60465116,0.628373702,21.12871972,8.89550173,0.071972318,76602
1838,3,198,66,0.055555556,5.449494949,0.090909091,0,1177
1839,54,1584,29.33333333,0.14709596,2.511994949,4.116161616,0.044191919,17305
1840,27,677,25.07407407,0.091580502,2.212703102,0.088626292,0.00295421,2149
1841,41,838,20.43902439,0.196897375,0.558472554,2.409307876,0.010739857,17557
1842,33,1176,35.63636364,0.359693878,0.381802721,3.193027211,0.011054422,16423
1843,27,730,27.03703704,0.002739726,0,0.598630137,0,506
1844,49,2677,54.63265306,0.325737766,8.741501681,6.477400075,0.067613,79261
1845,14,833,59.5,0.204081633,0.661464586,0.846338535,0.00240096,6161
1846,19,707,37.21052632,0.070721358,0,0.345120226,0.00990099,2186
1847,22,972,44.18181818,0.00308642,2.87345679,0.603909465,0.002057613,3435
1848,15,567,37.8,0.037037037,0,3.927689594,0.008818342,2775
1849,16,781,48.8125,0.38284251,5.038412292,3.450704225,0.021766965,23665
